name,weight,measure,protein-gm,protein-unit,protein-value,fat-gm,fat-unit,fat-value,carb-gm,carb-unit,carb-value
"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",55.0,1.0 bar,16.19,g,8.90,8.92,g,4.91,60.21,g,33.12
"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",50.0,1.0 bar,30.0,g,15.00,14.0,g,7.00,45.0,g,22.50
"Frankfurter, beef, heated",48.0,1.0 frankfurter,11.69,g,5.61,29.36,g,14.09,2.66,g,1.28
"Frankfurter, beef, low fat",57.0,1.0 frankfurter,12.0,g,6.84,9.5,g,5.42,1.6,g,0.91
"Frankfurter, beef, pork, and turkey, fat free",57.0,1.0 frank 1 NLEA serving,12.5,g,7.12,1.59,g,0.91,11.21,g,6.39
"Frankfurter, beef, unheated",50.0,1.0 frankfurter,11.16,g,5.58,28.3,g,14.15,3.36,g,1.68
"Frankfurter, chicken",85.0,3.0 oz,15.51,g,13.18,16.19,g,13.76,2.74,g,2.33
"Frankfurter, low sodium",57.0,1.0 frankfurter,12.0,g,6.84,28.51,g,16.25,1.8,g,1.03
"Frankfurter, meat",52.0,1.0 serving (1 hot dog),10.26,g,5.34,25.76,g,13.40,4.17,g,2.17
"Frankfurter, meat and poultry, cooked, boiled",50.0,1.0 frankfurter,10.31,g,5.16,26.28,g,13.14,4.96,g,2.48
"Frankfurter, meat and poultry, cooked, grilled",48.0,1.0 frankfurter,10.67,g,5.12,26.43,g,12.69,5.24,g,2.52
"Frankfurter, meat and poultry, low fat",143.0,"1.0 cup, sliced",15.5,g,22.16,2.8,g,4.00,8.4,g,12.01
"Frankfurter, meat and poultry, unheated",51.0,1.0 frankfurter,9.72,g,4.96,24.18,g,12.33,5.02,g,2.56
"Frankfurter, meat, heated",52.0,1.0 serving (1 hot dog),9.77,g,5.08,24.31,g,12.64,4.9,g,2.55
"Frankfurter, meatless",140.0,"1.0 cup, sliced",19.61,g,27.45,13.73,g,19.22,7.7,g,10.78
"Frankfurter, pork",76.0,1.0 link,12.81,g,9.74,23.68,g,18.00,0.28,g,0.21
"Frankfurter, turkey",28.35,1.0 oz,12.23,g,3.47,17.29,g,4.90,3.81,g,1.08
"French toast, frozen, ready-to-heat",28.35,1.0 oz,7.4,g,2.10,6.1,g,1.73,32.1,g,9.10
"French toast, prepared from recipe, made with low fat (2%) milk",28.35,1.0 oz,7.7,g,2.18,10.8,g,3.06,25.0,g,7.09
"Frijoles rojos volteados (Refried beans, red, canned)",233.0,1.0 cup,5.0,g,11.65,6.93,g,16.15,15.47,g,36.05
"Frog legs, raw",45.0,1.0 leg,16.4,g,7.38,0.3,g,0.14,0.0,g,0.00
"Frostings, chocolate, creamy, dry mix",388.0,1.0 package,1.3,g,5.04,5.2,g,20.18,92.0,g,356.96
"Frostings, chocolate, creamy, dry mix, prepared with butter",33.0,2.0 tablespoon,1.11,g,0.37,13.06,g,4.31,71.8,g,23.69
"Frostings, chocolate, creamy, dry mix, prepared with margarine",33.0,2.0 tablespoon,1.1,g,0.36,12.87,g,4.25,71.02,g,23.44
"Frostings, chocolate, creamy, ready-to-eat",41.0,2.0 tbsp creamy,1.1,g,0.45,17.6,g,7.22,63.2,g,25.91
"Frostings, coconut-nut, ready-to-eat",38.0,0.083 package,1.5,g,0.57,24.0,g,9.12,52.7,g,20.03
"Frostings, cream cheese-flavor, ready-to-eat",33.0,2.0 tbsp creamy,0.1,g,0.03,17.3,g,5.71,67.32,g,22.22
"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",33.0,2.0 tablespoon,1.42,g,0.47,7.17,g,2.37,72.18,g,23.82
"Frostings, glaze, prepared-from-recipe",327.0,1.0 recipe yield,0.44,g,1.44,0.53,g,1.73,83.65,g,273.54
"Frostings, vanilla, creamy, dry mix",411.0,1.0 package,0.3,g,1.23,4.9,g,20.14,93.8,g,385.52
"Frostings, vanilla, creamy, dry mix, prepared with margarine",33.0,2.0 tablespoon,0.34,g,0.11,12.74,g,4.20,74.28,g,24.51
"Frostings, vanilla, creamy, ready-to-eat",38.0,0.083 package,0.0,g,0.00,16.23,g,6.17,67.89,g,25.80
"Frostings, white, fluffy, dry mix",207.0,1.0 package,2.3,g,4.76,0.0,g,0.00,94.9,g,196.44
"Frostings, white, fluffy, dry mix, prepared with water",315.0,1.0 package yields,1.5,g,4.72,0.0,g,0.00,62.6,g,197.19
"Frozen novelties, fruit and juice bars",77.0,1.0 bar (2.5 fl oz),1.2,g,0.92,0.1,g,0.08,20.2,g,15.55
"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",54.0,1.0 bar,4.4,g,2.38,20.2,g,10.91,30.9,g,16.69
"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",78.0,1.0 bar,6.4,g,4.99,10.1,g,7.88,26.11,g,20.37
"Frozen novelties, ice type, fruit, no sugar added",51.0,1.0 bar,0.5,g,0.26,0.1,g,0.05,6.2,g,3.16
"Frozen novelties, ice type, italian, restaurant-prepared",29.0,1.0 fl oz,0.03,g,0.01,0.02,g,0.01,13.5,g,3.92
"Frozen novelties, ice type, lime",99.0,0.5 cup (4 fl oz),0.4,g,0.40,0.0,g,0.00,32.6,g,32.27
"Frozen novelties, ice type, pineapple-coconut",99.0,0.5 cup (4 fl oz),0.0,g,0.00,2.6,g,2.57,23.9,g,23.66
"Frozen novelties, ice type, pop",52.0,1.0 serving 1.75 fl oz pop,0.0,g,0.00,0.24,g,0.12,19.23,g,10.00
"Frozen novelties, ice type, pop, with low calorie sweetener",55.0,1.0 serving 1.75 fl oz pop,0.0,g,0.00,--,g,--,5.92,g,3.26
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",55.0,1.0 serving 1.75 fl oz pop,0.0,g,0.00,--,g,--,5.14,g,2.83
"Frozen novelties, juice type, juice with cream",71.0,2.5 oz,1.41,g,1.00,--,g,--,24.11,g,17.12
"Frozen novelties, juice type, orange",29.8,1.0 fl oz,0.5,g,0.15,0.0,g,0.00,23.17,g,6.90
"Frozen novelties, juice type, POPSICLE SCRIBBLERS",33.0,1.0 serving 1.2 fl oz pop,0.0,g,0.00,0.24,g,0.08,19.68,g,6.49
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Cone",79.0,1.0 serving 1 cone,4.09,g,3.23,4.1,g,3.24,45.32,g,35.80
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",74.0,1.0 serving 3.5 fl oz bar,4.31,g,3.19,1.88,g,1.39,30.07,g,22.25
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich",64.0,1.0 serving 1 sandwich,3.9,g,2.50,5.85,g,3.74,42.75,g,27.36
"Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar",78.0,1.0 serving 1 bar,5.2,g,4.06,13.0,g,10.14,25.98,g,20.26
"Frozen novelties, No Sugar Added CREAMSICLE Pops",44.0,1.0 serving 1 pop,3.69,g,1.62,0.61,g,0.27,12.88,g,5.67
"Frozen novelties, No Sugar Added, FUDGSICLE pops",84.0,1.0 serving,3.67,g,3.08,1.87,g,1.57,23.11,g,19.41
"Frozen novelties, Sugar Free, CREAMSICLE Pops",80.0,1.0 serving 2 pops,1.37,g,1.10,2.33,g,1.86,11.95,g,9.56
"Frozen yogurts, chocolate",174.0,1.0 cup,3.0,g,5.22,3.6,g,6.26,21.6,g,37.58
"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",186.0,1.0 cup,4.4,g,8.18,0.8,g,1.49,19.7,g,36.64
"Frozen yogurts, chocolate, soft-serve",72.0,0.5 cup (4 fl oz),4.0,g,2.88,6.0,g,4.32,24.9,g,17.93
"Frozen yogurts, flavors other than chocolate",174.0,1.0 cup,3.0,g,5.22,3.6,g,6.26,21.6,g,37.58
"Frozen yogurts, vanilla, soft-serve",72.0,0.5 cup,4.0,g,2.88,5.6,g,4.03,24.2,g,17.42
"Fruit butters, apple",17.0,1.0 tbsp,0.39,g,0.07,0.3,g,0.05,42.47,g,7.22
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids",130.0,0.5 cup,0.39,g,0.51,0.07,g,0.09,22.89,g,29.76
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids",123.0,0.5 cup,0.4,g,0.49,0.07,g,0.09,11.63,g,14.30
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",248.0,1.0 cup,0.39,g,0.97,0.07,g,0.17,18.91,g,46.90
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",237.0,1.0 cup,0.46,g,1.09,0.01,g,0.02,11.86,g,28.11
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",242.0,1.0 cup,0.4,g,0.97,0.07,g,0.17,14.93,g,36.13
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",237.0,1.0 cup,0.42,g,1.00,0.05,g,0.12,8.51,g,20.17
"Fruit cocktail, canned, heavy syrup, drained",214.0,1.0 cup,0.47,g,1.01,0.1,g,0.21,18.8,g,40.23
"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",252.0,1.0 cup,0.63,g,1.59,0.02,g,0.05,10.9,g,27.47
"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",230.0,1.0 cup,0.63,g,1.45,0.33,g,0.76,13.04,g,29.99
"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",233.0,1.0 cup,0.44,g,1.03,0.3,g,0.70,12.37,g,28.82
"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",240.0,8.0 fl oz,0.42,g,1.01,0.0,g,0.00,16.67,g,40.01
"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",275.0,1.0 cup,0.6,g,1.65,0.26,g,0.72,12.53,g,34.46
"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",240.0,8.0 fl oz,0.42,g,1.01,0.0,g,0.00,15.0,g,36.00
"Fruit juice smoothie, NAKED JUICE, strawberry banana",228.0,1.0 cup,0.48,g,1.09,0.27,g,0.62,11.66,g,26.58
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",227.0,1.0 cup,0.63,g,1.43,0.36,g,0.82,11.51,g,26.13
"Fruit juice smoothie, ODWALLA, strawberry banana",233.0,1.0 cup,0.5,g,1.16,0.32,g,0.75,11.05,g,25.75
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",259.0,1.0 cup,0.33,g,0.85,0.06,g,0.16,22.77,g,58.97
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, heavy syrup, solids and liquids",255.0,1.0 cup,0.34,g,0.87,0.07,g,0.18,19.11,g,48.73
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",249.0,1.0 cup,0.51,g,1.27,0.03,g,0.07,13.05,g,32.49
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",252.0,1.0 cup,0.34,g,0.86,0.07,g,0.18,15.14,g,38.15
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",245.0,1.0 cup,0.35,g,0.86,0.07,g,0.17,7.87,g,19.28
"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",257.0,1.0 cup,0.41,g,1.05,0.1,g,0.26,22.36,g,57.47
Fruit syrup,334.0,1.0 cup,0.0,g,0.00,--,g,--,85.13,g,284.33
"Frybread, made with lard (Navajo)",152.0,1.0 piece,6.69,g,10.17,12.22,g,18.57,48.26,g,73.36
"Fungi, Cloud ears, dried",28.0,1.0 cup,9.25,g,2.59,0.73,g,0.20,73.01,g,20.44
"Game meat , bison, ground, raw",85.0,1.0 serving ( 3 oz ),18.67,g,15.87,15.93,g,13.54,0.0,g,0.00
"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",85.0,1.0 serving ( 3 oz ),28.05,g,23.84,5.65,g,4.80,0.0,g,0.00
"Game meat, antelope, cooked, roasted",85.0,3.0 oz,29.45,g,25.03,2.67,g,2.27,0.0,g,0.00
"Game meat, antelope, raw",28.35,1.0 oz,22.38,g,6.34,2.03,g,0.58,0.0,g,0.00
"Game meat, bear, cooked, simmered",85.0,3.0 oz,32.42,g,27.56,13.39,g,11.38,0.0,g,0.00
"Game meat, bear, raw",28.35,1.0 oz,20.1,g,5.70,8.3,g,2.35,0.0,g,0.00
"Game meat, beaver, cooked, roasted",85.0,3.0 oz,34.85,g,29.62,6.96,g,5.92,0.0,g,0.00
"Game meat, beaver, raw",28.35,1.0 oz,24.05,g,6.82,4.8,g,1.36,0.0,g,0.00
"Game meat, beefalo, composite of cuts, cooked, roasted",85.0,3.0 oz,30.66,g,26.06,6.32,g,5.37,0.0,g,0.00
"Game meat, beefalo, composite of cuts, raw",28.35,1.0 oz,23.3,g,6.61,4.8,g,1.36,0.0,g,0.00
"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",85.0,1.0 serving ( 3 oz ),33.78,g,28.71,5.43,g,4.62,0.0,g,0.00
"Game meat, bison, chuck, shoulder clod, separable lean only, raw",85.0,1.0 serving ( 3 oz ),21.12,g,17.95,3.15,g,2.68,0.0,g,0.00
"Game meat, bison, ground, cooked, pan-broiled",87.0,1.0 patty ( yield from 112.7 g raw meat ),23.77,g,20.68,15.13,g,13.16,0.0,g,0.00
"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",85.0,1.0 serving ( 3 oz ),29.45,g,25.03,5.67,g,4.82,0.0,g,0.00
"Game meat, bison, ribeye, separable lean only, trimmed to 0"" fat, raw",28.35,1.0 oz,22.1,g,6.27,2.4,g,0.68,0.0,g,0.00
"Game meat, bison, separable lean only, cooked, roasted",85.0,3.0 oz,28.44,g,24.17,2.42,g,2.06,0.0,g,0.00
"Game meat, bison, separable lean only, raw",28.35,1.0 oz,21.62,g,6.13,1.84,g,0.52,0.0,g,0.00
"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",28.35,1.0 oz,21.1,g,5.98,2.1,g,0.60,0.0,g,0.00
"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",85.0,1.0 serving ( 3 oz ),30.18,g,25.65,4.96,g,4.22,0.0,g,0.00
"Game meat, bison, top round, separable lean only, 1"" steak, raw",85.0,1.0 serving ( 3 oz ),23.32,g,19.82,2.43,g,2.07,0.0,g,0.00
"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",28.35,1.0 oz,21.4,g,6.07,2.4,g,0.68,0.0,g,0.00
"Game meat, boar, wild, cooked, roasted",85.0,3.0 oz,28.3,g,24.06,4.38,g,3.72,0.0,g,0.00
"Game meat, boar, wild, raw",28.35,1.0 oz,21.51,g,6.10,3.33,g,0.94,0.0,g,0.00
"Game meat, buffalo, water, cooked, roasted",85.0,3.0 oz,26.83,g,22.81,1.8,g,1.53,0.0,g,0.00
"Game meat, buffalo, water, raw",28.35,1.0 oz,20.39,g,5.78,1.37,g,0.39,0.0,g,0.00
"Game meat, caribou, cooked, roasted",85.0,3.0 oz,29.77,g,25.30,4.42,g,3.76,0.0,g,0.00
"Game meat, caribou, raw",28.35,1.0 oz,22.63,g,6.42,3.36,g,0.95,0.0,g,0.00
"Game meat, deer, cooked, roasted",85.0,3.0 oz,30.21,g,25.68,3.19,g,2.71,0.0,g,0.00
"Game meat, deer, ground, cooked, pan-broiled",93.0,1.0 patty,26.45,g,24.60,8.22,g,7.64,0.0,g,0.00
"Game meat, deer, ground, raw",85.0,1.0 patty (cooked from 4 oz raw),21.78,g,18.51,7.13,g,6.06,0.0,g,0.00
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",54.0,1.0 steak,30.2,g,16.31,2.38,g,1.29,0.0,g,0.00
"Game meat, deer, raw",28.35,1.0 oz,22.96,g,6.51,2.42,g,0.69,0.0,g,0.00
"Game meat, deer, shoulder clod, separable lean only, cooked, braised",85.0,1.0 serving ( 3 oz ),36.28,g,30.84,3.95,g,3.36,0.0,g,0.00
"Game meat, deer, tenderloin, separable lean only, cooked, broiled",85.0,1.0 serving ( 3 oz ),29.9,g,25.42,2.35,g,2.00,0.0,g,0.00
"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",102.0,1.0 steak ( yield from 134.9 g raw meat ),31.47,g,32.10,1.92,g,1.96,0.0,g,0.00
"Game meat, elk, cooked, roasted",85.0,3.0 oz,30.19,g,25.66,1.9,g,1.62,0.0,g,0.00
"Game meat, elk, ground, cooked, pan-broiled",95.0,1.0 patty ( yield from 104.1 g raw meat ),26.64,g,25.31,8.74,g,8.30,0.0,g,0.00
"Game meat, elk, ground, raw",102.0,1.0 patty ( yield from 102.2 g raw meat ),21.76,g,22.20,8.82,g,9.00,0.0,g,0.00
"Game meat, elk, loin, separable lean only, cooked, broiled",114.0,1.0 steak ( yield from 148.1 g raw meat ),31.0,g,35.34,3.84,g,4.38,0.0,g,0.00
"Game meat, elk, raw",28.35,1.0 oz,22.95,g,6.51,1.45,g,0.41,0.0,g,0.00
"Game meat, elk, round, separable lean only, cooked, broiled",85.0,1.0 serving ( 3 oz ),30.94,g,26.30,2.64,g,2.24,0.0,g,0.00
"Game meat, elk, tenderloin, separable lean only, cooked, broiled",92.0,1.0 steak ( yield from 123.5 g raw meat ),30.76,g,28.30,3.41,g,3.14,0.0,g,0.00
"Game meat, goat, cooked, roasted",85.0,3.0 oz,27.1,g,23.04,3.03,g,2.58,0.0,g,0.00
"Game meat, horse, cooked, roasted",85.0,3.0 oz,28.14,g,23.92,6.05,g,5.14,0.0,g,0.00
"Game meat, horse, raw",28.35,1.0 oz,21.39,g,6.06,4.6,g,1.30,0.0,g,0.00
"Game meat, moose, cooked, roasted",85.0,3.0 oz,29.27,g,24.88,0.97,g,0.82,0.0,g,0.00
"Game meat, moose, raw",28.35,1.0 oz,22.24,g,6.31,0.74,g,0.21,0.0,g,0.00
"Game meat, muskrat, cooked, roasted",85.0,3.0 oz,30.09,g,25.58,11.74,g,9.98,0.0,g,0.00
"Game meat, muskrat, raw",28.35,1.0 oz,20.76,g,5.89,8.1,g,2.30,0.0,g,0.00
"Game meat, opossum, cooked, roasted",85.0,3.0 oz,30.2,g,25.67,10.2,g,8.67,0.0,g,0.00
"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",85.0,3.0 oz,29.06,g,24.70,8.05,g,6.84,0.0,g,0.00
"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",85.0,3.0 oz,30.38,g,25.82,8.41,g,7.15,0.0,g,0.00
"Game meat, rabbit, domesticated, composite of cuts, raw",28.35,1.0 oz,20.05,g,5.68,5.55,g,1.57,0.0,g,0.00
"Game meat, rabbit, wild, cooked, stewed",85.0,3.0 oz,33.02,g,28.07,3.51,g,2.98,0.0,g,0.00
"Game meat, rabbit, wild, raw",28.35,1.0 oz,21.79,g,6.18,2.32,g,0.66,0.0,g,0.00
"Game meat, raccoon, cooked, roasted",85.0,3.0 oz,29.2,g,24.82,14.5,g,12.32,0.0,g,0.00
"Game meat, squirrel, cooked, roasted",85.0,3.0 oz,30.77,g,26.15,4.69,g,3.99,0.0,g,0.00
"Game meat, squirrel, raw",28.35,1.0 oz,21.23,g,6.02,3.21,g,0.91,0.0,g,0.00
"GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared",71.0,1.0 patty,6.5,g,4.62,3.9,g,2.77,22.0,g,15.62
"GARDENBURGER Flame Grilled Burger, frozen, unprepared",96.0,1.0 patty,15.2,g,14.59,4.4,g,4.22,6.8,g,6.53
"GARDENBURGER Original, frozen, unprepared",71.0,1.0 patty,7.2,g,5.11,4.6,g,3.27,22.1,g,15.69
"GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared",71.0,1.0 patty,5.9,g,4.19,3.3,g,2.34,22.1,g,15.69
"GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared",71.0,1.0 patty,5.5,g,3.90,3.6,g,2.56,23.7,g,16.83
"GARDENBURGER Veggie Medley Burger, frozen, unprepared",71.0,1.0 patty,4.1,g,2.91,3.6,g,2.56,24.0,g,17.04
"Garlic bread, frozen",43.0,1.0 slice presliced,8.36,g,3.59,16.61,g,7.14,41.72,g,17.94
"Garlic, raw",136.0,1.0 cup,6.36,g,8.65,0.5,g,0.68,33.06,g,44.96
"Gelatin desserts, dry mix",85.0,1.0 package (3 oz),7.8,g,6.63,0.0,g,0.00,90.5,g,76.92
"Gelatin desserts, dry mix, prepared with water",135.0,0.5 cup,1.22,g,1.65,0.0,g,0.00,14.19,g,19.16
"Gelatin desserts, dry mix, reduced calorie, with aspartame",6.4,1.0 serving,15.67,g,1.00,0.0,g,0.00,80.21,g,5.13
"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C",9.0,1.0 tbsp,55.3,g,4.98,0.0,g,0.00,33.3,g,3.00
"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",9.0,1.0 tbsp,55.3,g,4.98,0.0,g,0.00,33.3,g,3.00
"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",117.0,0.5 cup,0.83,g,0.97,0.0,g,0.00,4.22,g,4.94
"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt",85.0,1.0 package (3 oz),7.8,g,6.63,0.0,g,0.00,90.5,g,76.92
"Gelatins, dry powder, unsweetened",7.0,1.0 envelope (1 tbsp),85.6,g,5.99,0.1,g,0.01,0.0,g,0.00
"GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry",43.0,1.0 serving,3.8,g,1.63,8.1,g,3.48,81.3,g,34.96
"GEORGE WESTON BAKERIES, Brownberry Sage and Onion Stuffing Mix, dry",67.0,1.0 serving,13.3,g,8.91,5.1,g,3.42,72.7,g,48.71
"GEORGE WESTON BAKERIES, Thomas English Muffins",57.0,1.0 serving,8.0,g,4.56,1.8,g,1.03,46.0,g,26.22
"Ginger root, pickled, canned, with artificial sweetener",25.0,2.0 tablespoon,0.33,g,0.08,0.1,g,0.02,4.83,g,1.21
"Ginger root, raw",2.0,1.0 tsp,1.82,g,0.04,0.75,g,0.02,17.77,g,0.36
"GIRL SCOUTS, Caramel Dulce De Leche Cookies",30.0,4.0 cookies,5.1,g,1.53,27.1,g,8.13,64.8,g,19.44
"GIRL SCOUTS, Chalet Cookies",36.0,3.0 cookies,4.2,g,1.51,19.1,g,6.88,72.3,g,26.03
"GIRL SCOUTS, Do-si-dos Cookies",24.0,2.0 cookies,8.1,g,1.94,21.4,g,5.14,66.0,g,15.84
"GIRL SCOUTS, Samoas Cookies",29.0,2.0 cookies,3.5,g,1.02,25.8,g,7.48,64.1,g,18.59
"GIRL SCOUTS, Tagalongs Cookies",25.0,2.0 cookies,8.1,g,2.02,35.3,g,8.82,52.2,g,13.05
"GIRL SCOUTS, Thank U Berry Munch Cookies",25.0,2.0 cookies,4.6,g,1.15,21.6,g,5.40,70.0,g,17.50
"GIRL SCOUTS, Thin Mints Cookies",32.0,4.0 cookies,4.5,g,1.44,24.2,g,7.74,67.3,g,21.54
"GIRL SCOUTS, Trefoils Cookies",33.0,5.0 cookies,5.7,g,1.88,22.9,g,7.56,68.0,g,22.44
"GLUTINO, Gluten Free Cookies, Chocolate Vanilla Creme",44.0,3.0 cookies,2.19,g,0.96,17.89,g,7.87,76.03,g,33.45
"GLUTINO, Gluten Free Cookies, Vanilla Creme",45.0,3.0 cookies,2.19,g,0.99,18.79,g,8.46,77.34,g,34.80
"GLUTINO, Gluten Free Wafers, Lemon Flavored",30.0,3.0 cookies,0.0,g,0.00,24.18,g,7.25,74.39,g,22.32
"GLUTINO, Gluten Free Wafers, Milk Chocolate",23.0,3.0 cookies,4.06,g,0.93,30.42,g,7.00,62.82,g,14.45
"Goat, raw",28.35,1.0 oz,20.6,g,5.84,2.31,g,0.65,0.0,g,0.00
"Goji berries, dried",28.0,5.0 tbsp,14.26,g,3.99,0.39,g,0.11,77.06,g,21.58
"Goose, domesticated, meat and skin, cooked, roasted",140.0,"1.0 cup, chopped or diced",25.16,g,35.22,21.92,g,30.69,0.0,g,0.00
"Goose, domesticated, meat and skin, raw",85.0,3.0 oz,15.86,g,13.48,33.62,g,28.58,0.0,g,0.00
"Goose, domesticated, meat only, cooked, roasted",143.0,1.0 unit (yield from 1 lb ready-to-cook goose),28.97,g,41.43,12.67,g,18.12,0.0,g,0.00
"Goose, domesticated, meat only, raw",85.0,3.0 oz,22.75,g,19.34,7.13,g,6.06,0.0,g,0.00
"Goose, liver, raw",94.0,1.0 liver,16.37,g,15.39,4.28,g,4.02,6.32,g,5.94
"Gooseberries, canned, light syrup pack, solids and liquids",252.0,1.0 cup,0.65,g,1.64,0.2,g,0.50,18.75,g,47.25
"Gooseberries, raw",150.0,1.0 cup,0.88,g,1.32,0.58,g,0.87,10.18,g,15.27
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",178.0,"1.0 cup (1"" pieces)",0.66,g,1.17,0.34,g,0.61,13.75,g,24.48
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",178.0,"1.0 cup (1"" pieces)",0.66,g,1.17,0.34,g,0.61,14.34,g,25.53
"Gourd, dishcloth (towelgourd), raw",95.0,"1.0 cup (1"" pieces)",1.2,g,1.14,0.2,g,0.19,4.35,g,4.13
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",146.0,"1.0 cup (1"" cubes)",0.6,g,0.88,0.02,g,0.03,3.1,g,4.53
"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",146.0,"1.0 cup (1"" cubes)",0.6,g,0.88,0.02,g,0.03,3.69,g,5.39
"Gourd, white-flowered (calabash), raw",58.0,"0.5 cup (1"" pieces)",0.62,g,0.36,0.02,g,0.01,3.39,g,1.97
"Granola bar, soft, milk chocolate coated, peanut butter",28.35,1.0 oz,9.6,g,2.72,31.2,g,8.85,54.1,g,15.34
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",253.0,1.0 cup,0.37,g,0.94,0.13,g,0.33,14.77,g,37.37
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",253.0,1.0 cup,0.37,g,0.94,0.13,g,0.33,14.77,g,37.37
"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",253.0,1.0 cup,0.37,g,0.94,0.13,g,0.33,14.77,g,37.37
"Grape leaves, canned",4.0,1.0 leaf,4.27,g,0.17,1.97,g,0.08,11.71,g,0.47
"Grape leaves, raw",14.0,1.0 cup,5.6,g,0.78,2.12,g,0.30,17.31,g,2.42
"Grapefruit juice, pink or red, with added calcium",240.0,8.0 fl oz,0.5,g,1.20,0.1,g,0.24,8.69,g,20.86
"Grapefruit juice, pink, raw",247.0,1.0 cup,0.5,g,1.24,0.1,g,0.25,9.2,g,22.72
"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",247.0,1.0 cup,0.58,g,1.43,0.1,g,0.25,7.93,g,19.59
"Grapefruit juice, white, canned or bottled, unsweetened",247.0,1.0 cup,0.58,g,1.43,0.1,g,0.25,7.93,g,19.59
"Grapefruit juice, white, canned, sweetened",250.0,1.0 cup,0.58,g,1.45,0.09,g,0.22,11.13,g,27.82
"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",247.0,1.0 cup,0.55,g,1.36,0.13,g,0.32,9.73,g,24.03
"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",207.0,1.0 can (6 fl oz),1.97,g,4.08,0.48,g,0.99,34.56,g,71.54
